id;gender;age;height;education
4683;M;76;1.72;High School
4684;F;18;1.5;Elementary
4685;F;64;1.75;Bachelor's
4686;F;38;1.72;Elementary
4687;M;27;1.49;High School
4688;M;32;1.54;High School
4689;F;22;1.87;Elementary
4690;M;31;1.87;Master's
4691;F;76;1.79;Bachelor's
4692;M;47;1.61;PhD
4693;M;66;1.48;PhD
4694;F;50;1.95;Master's
4695;F;46;1.72;Master's
4696;M;44;1.74;None
4697;F;24;1.6;PhD
4698;F;42;1.46;Bachelor's
4699;M;32;1.82;Elementary
4700;M;20;1.76;High School
4701;M;72;2;None
4702;F;59;1.93;Master's
4703;M;26;1.96;Master's
4704;M;47;1.86;Elementary
4705;F;48;1.96;PhD
4706;F;34;1.55;None
4707;M;24;1.69;Elementary
4708;F;74;1.93;PhD
4709;F;37;1.75;PhD
4710;M;46;1.97;PhD
4711;F;69;1.96;Elementary
4712;F;41;1.8;Elementary
4713;M;69;1.89;Bachelor's
4714;F;30;1.64;PhD
4715;M;20;1.76;Bachelor's
4716;F;50;1.71;Bachelor's
4717;M;67;1.95;Bachelor's
4718;M;36;1.69;Bachelor's
4719;F;68;1.76;Bachelor's
4720;M;27;1.98;Bachelor's
4721;F;51;1.88;High School
4722;M;55;1.55;Elementary
4723;F;22;2;Master's
4724;M;39;2.01;Elementary
4725;F;68;1.78;High School
4726;M;29;1.86;None
4727;F;52;1.55;Elementary
4728;M;67;1.66;Bachelor's
4729;M;41;1.68;None
4730;M;41;1.49;None
4731;M;52;1.86;None
4732;F;33;1.92;None
4733;M;24;1.56;Bachelor's
4734;F;35;1.81;Bachelor's
4735;M;70;1.73;Master's
4736;F;52;1.59;Bachelor's
4737;M;73;1.56;PhD
4738;M;68;1.76;Master's
4739;F;76;1.46;Elementary
4740;F;34;1.86;Bachelor's
4741;F;27;1.88;Elementary
4742;M;33;1.62;None
4743;F;39;1.46;None
4744;M;41;1.5;Bachelor's
4745;F;42;1.87;PhD
4746;M;41;1.87;Bachelor's
4747;F;38;2.01;PhD
4748;F;22;1.7;None
4749;F;54;1.52;Elementary
4750;M;73;1.96;Bachelor's
4751;M;56;1.87;Bachelor's
4752;F;49;1.61;High School
4753;F;76;1.95;High School
4754;M;28;1.87;PhD
4755;F;33;2.01;PhD
4756;F;19;1.47;Master's
4757;F;47;1.93;None
4758;F;54;1.94;High School
4759;F;52;1.69;High School
4760;M;42;1.53;None
4761;M;58;1.53;High School
4762;M;26;1.54;PhD
4763;F;66;1.7;None
4764;M;19;1.87;Elementary
4765;F;45;1.89;Bachelor's
4766;M;35;1.97;High School
4767;M;47;1.79;Master's
4768;M;32;1.79;None
4769;F;28;1.51;Elementary
4770;M;70;1.46;Bachelor's
4771;F;25;1.54;Elementary
4772;F;31;1.65;Elementary
4773;F;64;1.74;PhD
4774;M;41;1.79;High School
4775;F;57;1.51;Elementary
4776;F;39;1.67;None
4777;M;45;1.76;Bachelor's
4778;F;26;1.67;Elementary
4779;M;68;1.49;PhD
4780;F;66;1.61;Elementary
4781;M;38;1.86;PhD
4782;M;56;1.92;None
4783;M;64;1.8;PhD
4784;F;38;1.48;Bachelor's
4785;F;35;2.01;High School
4786;F;40;1.7;Elementary
4787;M;31;1.6;High School
4788;M;50;2;High School
4789;F;53;1.98;High School
4790;M;66;1.69;High School
4791;F;31;1.9;None
4792;F;29;1.71;None
4793;F;44;1.47;High School
4794;M;34;2.01;Master's
4795;F;39;1.93;Master's
4796;F;47;1.94;Elementary
4797;M;64;1.53;High School
4798;F;59;2;None
4799;F;73;1.75;High School
4800;M;75;1.88;Elementary
4801;M;37;1.72;None
4802;F;62;1.79;Bachelor's
4803;F;33;1.8;Bachelor's
4804;M;73;1.46;None
4805;F;42;1.89;High School
4806;F;66;1.92;PhD
4807;F;24;1.59;None
4808;M;32;1.55;Bachelor's
4809;M;50;1.78;PhD
4810;F;67;1.87;Bachelor's
4811;F;60;1.64;None
4812;F;50;1.76;None
4813;F;18;1.9;Bachelor's
4814;M;48;1.55;None
4815;F;71;1.84;Master's
4816;M;37;1.52;Bachelor's
4817;M;40;1.49;None
4818;F;66;1.61;Bachelor's
4819;F;48;1.72;Bachelor's
4820;M;52;1.85;Master's
4821;F;66;1.75;High School
4822;F;61;1.86;Bachelor's
4823;M;74;1.61;Elementary
4824;F;42;1.86;High School
4825;F;38;1.73;Bachelor's
4826;F;32;1.8;Elementary
4827;F;62;1.82;PhD
4828;F;33;1.5;Bachelor's
4829;M;37;1.46;Master's
4830;F;64;1.98;High School
4831;M;27;1.66;PhD
4832;F;51;1.73;Master's
4833;M;37;1.7;Elementary
4834;F;59;1.64;None
4835;M;19;1.52;Bachelor's
4836;M;42;1.65;Master's
4837;F;37;1.84;Master's
4838;M;76;1.56;Elementary
4839;F;56;1.6;Bachelor's
4840;M;53;1.91;High School
4841;M;61;1.5;Bachelor's
4842;F;75;1.49;PhD
4843;M;39;1.67;Elementary
4844;F;59;1.64;Elementary
4845;M;60;1.75;High School
4846;M;52;1.58;High School
4847;F;26;1.91;Bachelor's
4848;F;37;1.6;Master's
4849;M;53;2;None
4850;M;56;1.65;Bachelor's
4851;M;38;1.54;High School
4852;F;76;1.71;PhD
4853;F;26;1.6;Elementary
4854;F;70;1.73;PhD
4855;M;23;1.67;PhD
4856;F;75;1.93;High School
4857;M;52;1.6;Elementary
4858;M;69;1.47;PhD
4859;M;27;1.98;Master's
4860;M;76;1.6;Elementary
4861;M;50;1.78;Master's
4862;F;23;1.52;High School
4863;F;29;1.93;Elementary
4864;F;37;1.53;Bachelor's
4865;F;43;1.57;Elementary
4866;F;48;1.54;Elementary
4867;M;18;1.84;None
4868;M;73;1.95;Bachelor's
4869;M;24;1.98;Master's
4870;M;26;1.76;High School
4871;F;74;1.72;Master's
4872;F;39;1.77;None
4873;F;39;1.64;Elementary
4874;F;53;1.6;PhD
4875;F;59;2;High School
4876;F;59;1.55;Bachelor's
4877;M;57;1.91;High School
4878;F;52;1.51;Elementary
4879;F;49;2;Master's
4880;M;40;1.94;Master's
4881;M;55;1.81;Bachelor's
4882;M;62;1.84;Bachelor's
4883;F;52;1.71;Master's
4884;F;35;1.94;Bachelor's
4885;F;62;1.82;High School
4886;F;74;1.93;Master's
4887;F;34;1.66;High School
4888;F;29;1.54;Master's
4889;F;75;1.47;PhD
4890;M;48;1.47;High School
4891;M;39;1.62;Master's
4892;M;66;2.01;PhD
4893;M;38;1.99;Master's
4894;M;48;1.55;Elementary
4895;F;33;1.99;High School
4896;F;37;1.63;Elementary
4897;F;66;1.59;None
4898;M;55;1.64;Elementary
4899;M;20;1.56;High School
4900;M;31;1.5;Bachelor's
4901;M;39;1.72;PhD
4902;M;42;1.77;Bachelor's
4903;F;52;1.62;Elementary
4904;M;38;1.61;Bachelor's
4905;F;53;1.51;Master's
4906;M;30;1.7;PhD
4907;F;48;2;Elementary
4908;F;25;1.65;Master's
4909;F;36;1.54;High School
4910;M;27;2;Bachelor's
4911;M;63;1.78;Elementary
4912;F;54;1.88;None
4913;F;40;1.48;None
4914;M;70;1.84;Bachelor's
4915;M;28;1.68;Master's
4916;M;74;1.57;Bachelor's
4917;F;68;1.75;Master's
4918;F;30;1.65;Bachelor's
4919;M;67;1.83;High School
4920;M;61;1.72;Bachelor's
4921;M;27;1.81;High School
4922;M;28;1.61;Bachelor's
4923;M;63;1.89;Master's
4924;M;66;1.66;Bachelor's
4925;F;74;1.65;High School
4926;M;28;1.5;Master's
4927;M;45;1.72;High School
4928;M;46;1.93;None
4929;M;71;1.89;None
4930;F;31;1.87;Elementary
4931;F;19;1.53;Master's
4932;F;29;1.97;PhD
4933;M;41;1.92;None
4934;F;66;1.85;High School
4935;M;67;1.56;Elementary
4936;M;45;1.92;PhD
4937;F;22;1.82;Bachelor's
4938;M;58;1.95;Master's
4939;M;23;1.82;PhD
4940;M;20;1.96;Elementary
4941;M;68;1.59;Master's
4942;M;48;1.9;None
4943;F;32;2;PhD
4944;M;26;1.75;Bachelor's
4945;M;31;1.82;Bachelor's
4946;M;47;1.58;High School
4947;F;41;1.54;Bachelor's
4948;F;26;1.88;Master's
4949;F;55;1.66;Master's
4950;M;24;1.6;High School
4951;M;46;1.8;PhD
4952;F;44;1.47;Elementary
4953;M;64;1.82;Elementary
4954;M;68;1.82;Bachelor's
4955;F;31;1.58;None
4956;F;71;1.98;None
4957;M;44;1.66;Elementary
4958;M;57;1.49;Bachelor's
4959;M;30;1.74;Master's
4960;M;46;1.83;None
4961;F;44;1.53;Master's
4962;M;31;1.96;Elementary
4963;M;70;1.62;None
4964;M;29;1.54;None
4965;M;44;1.76;Bachelor's
4966;M;43;1.52;PhD
4967;F;60;1.92;None
4968;M;23;1.66;None
4969;M;59;1.85;Master's
4970;F;50;1.89;High School
4971;F;30;1.75;Master's
4972;F;48;1.54;PhD
4973;M;21;1.53;Elementary
4974;F;60;1.84;Elementary
4975;F;32;1.73;Elementary
4976;M;31;1.79;PhD
4977;F;26;1.84;None
4978;M;36;1.7;High School
4979;M;29;1.67;None
4980;F;26;1.79;High School
4981;F;74;1.91;High School
4982;F;53;1.52;PhD
4983;F;39;1.69;Elementary
4984;M;55;1.51;Bachelor's
4985;M;43;1.97;High School
4986;M;38;1.56;Bachelor's
4987;M;51;1.59;Elementary
4988;F;30;1.68;Master's
4989;M;51;1.98;Bachelor's
4990;F;25;1.95;PhD
4991;F;28;1.48;PhD
4992;F;56;1.84;High School
4993;M;59;1.9;Master's
4994;M;31;1.96;Master's
4995;M;52;1.94;High School
4996;M;28;1.94;None
4997;F;57;1.63;PhD
4998;F;20;1.79;None
4999;F;66;1.52;Master's
5000;M;53;1.82;High School
